ts_epoch,exchange_ts,price_cents,size,trade_id,taker_side
1783821410,2026-07-12T01:56:50.858294Z,58,33.49,2ea9e658-91b6-790a-df0b-eb4609d4ff20,yes
1783823732,2026-07-12T02:35:32.819450Z,58,12.55,c9dc622b-cc96-51de-3fd9-d976adc40b98,yes
1783827716,2026-07-12T03:41:56.495516Z,57,50.0,69ed088e-db87-7a4a-40d6-7f5c60561a39,yes
1783828520,2026-07-12T03:55:20.426077Z,58,50.0,be1da026-590e-48de-4677-c37426727be4,yes
1783828719,2026-07-12T03:58:39.228507Z,58,8.0,dbd669d4-9bae-56e6-a8dd-e7b536a0584c,yes
1783829238,2026-07-12T04:07:18.567322Z,58,0.4,80a3544f-e446-45b6-2224-75779378aff4,yes
1783830382,2026-07-12T04:26:22.207241Z,58,0.16,6066ab06-96de-61b2-0732-910e4b3d8848,yes
1783830657,2026-07-12T04:30:57.314093Z,58,20.0,f2f77cdf-0246-491a-b5a8-83ee9cb69e9c,yes
1783830719,2026-07-12T04:31:59.786200Z,58,305.4,68a5ef38-c9ca-61f2-20e7-d30fd38830e8,yes
1783830719,2026-07-12T04:31:59.786200Z,58,27.6,1d9dc084-52d6-603a-0342-d4a929d0f948,yes
1783830748,2026-07-12T04:32:28.205937Z,58,13.4,6dfdbb9d-aeb6-65aa-d24f-33fc33702374,yes
1783830748,2026-07-12T04:32:28.205937Z,58,152.6,09a0c85f-9c5b-6ed8-dcbb-7e454884ab52,yes
1783830787,2026-07-12T04:33:07.358430Z,58,106.6,e1c52d10-82d6-7790-ad30-15977892658e,yes
1783830787,2026-07-12T04:33:07.358430Z,58,247.4,d1692f42-2ffb-7308-b5e0-c941b2462ebe,yes
1783830787,2026-07-12T04:33:07.358430Z,58,56.0,b93df4ff-1cec-7e1b-9a42-c80cfae201c3,yes
1783830844,2026-07-12T04:34:04.342501Z,58,58.0,55b4f101-0cd6-5b34-aaae-d2e6f5beccda,yes
1783831029,2026-07-12T04:37:09.252576Z,58,1666.0,51162fe4-b252-6db4-847f-6d8cbb09980e,yes
1783831485,2026-07-12T04:44:45.458837Z,58,29.29,3628794e-82a2-7528-9e11-6b194dfc0a62,yes
1783833228,2026-07-12T05:13:48.312606Z,58,167.48,c276f579-0a2e-5860-39ed-2a0e897f5f36,yes
1783833809,2026-07-12T05:23:29.957756Z,58,16.74,b2a444c1-32b6-6430-1ab7-54776bacb256,yes
1783834353,2026-07-12T05:32:33.547476Z,58,1.67,9f87637a-a94e-6df8-ff0c-f2eafe59246e,yes
1783835279,2026-07-12T05:47:59.213933Z,58,50.0,21244700-88a2-4cd8-c4e3-871e9c128602,yes
1783836242,2026-07-12T06:04:02.185916Z,58,17.0,c02de3b9-5c6e-5640-ceb1-eab718a2a9a6,yes
1783840312,2026-07-12T07:11:52.253884Z,58,20.0,957afdc1-0216-72f8-8cc4-f6c088dacfda,yes
1783841926,2026-07-12T07:38:46.679006Z,58,418.72,bd384c3c-e3b6-7268-3b47-c514df0ae25e,yes
1783842657,2026-07-12T07:50:57.631883Z,58,131.31,a53ce13f-c85a-61f4-020f-8f917b795c7a,yes
1783844989,2026-07-12T08:29:49.408824Z,58,6.69,71171dde-e396-6d0c-d76c-74662e6c3e3e,yes
1783846000,2026-07-12T08:46:40.417152Z,58,40.19,c82932e2-2b5a-6b64-46f5-c65dcb46029a,yes
1783849068,2026-07-12T09:37:48.776269Z,57,5.0,d7e562f9-0ae3-7dbd-94df-2f5d9d1c3ee4,no
1783849068,2026-07-12T09:37:48.776269Z,56,319.23,84f57b44-03bf-7f38-90ef-ad4a7ccbc7ba,no
1783849068,2026-07-12T09:37:48.776269Z,57,4.0,290dca9c-0a7b-7dbd-8c73-4a0853d05ccc,no
1783851482,2026-07-12T10:18:02.295447Z,58,25.0,b0494074-6d5a-4acc-06b6-cd920b40860a,yes
1783851691,2026-07-12T10:21:31.990335Z,58,33.49,566e3554-41fa-6034-050e-30e1bbbc132a,yes
1783855935,2026-07-12T11:32:15.496021Z,58,92.11,d876d1e5-b916-7664-816f-bdfde17e977e,yes
1783856418,2026-07-12T11:40:18.650811Z,58,100.49,c02071c4-2eb2-7c64-2359-e477601c75fa,yes
1783856904,2026-07-12T11:48:24.443812Z,58,1.67,1a70ca55-2122-6f1c-ff25-71e72ae9f4a2,yes
1783858401,2026-07-12T12:13:21.038523Z,58,41.0,fd416348-0c42-53b8-f71a-0169f31f2982,yes
