category,anchor_regime,winning_placement_minute,winning_offset,n_tickers,winning_fill_rate,winning_net_pnl,winning_net_roi,v3_baseline_placement_minute,v3_baseline_offset,v3_baseline_net_pnl,v3_baseline_net_roi,improvement_pp
ATP_CHALL,r05_14,240,3,426,0.3873239436619718,302.6,82.09441128594682,240,3,302.6,82.09441128594682,0.0
ATP_CHALL,r15_24,240,2,501,0.624750499001996,413.0,45.509641873278234,240,5,400.5,44.21994037760848,1.2897014956697532
ATP_CHALL,r25_34,180,2,614,0.5618892508143323,305.0,17.526721066544074,240,3,300.1,17.281888856896057,0.24483220964801689
ATP_CHALL,r35_44,90,3,682,0.4252199413489736,342.3,13.360134264860854,240,8,312.20000000000005,12.08204334365325,1.2780909212076033
ATP_CHALL,r45_54,60,7,607,0.2257001647446458,326.1,11.423667063686679,90,15,265.1,9.281887889079513,2.1417791746071657
ATP_CHALL,r55_64,90,4,772,0.34196891191709844,244.5,5.555303099154776,240,3,236.0,5.354995348415057,0.20030775073971885
ATP_CHALL,r65_74,180,2,769,0.7139141742522757,495.70000000000005,9.780399739557643,240,15,443.40000000000003,8.651369702645749,1.1290300369118942
ATP_CHALL,r75_84,90,3,525,0.6095238095238096,258.3,6.793435379517121,180,15,170.10000000000002,4.405366207396664,2.388069172120457
ATP_CHALL,r85_94,120,7,430,0.6093023255813953,51.6,1.5117778038204617,240,15,26.0,0.753448475715776,0.7583293281046857
ATP_MAIN,r05_14,240,1,242,0.7768595041322314,175.9,83.56294536817101,240,2,173.20000000000002,84.32327166504382,-0.7603262968728046
ATP_MAIN,r15_24,240,2,348,0.5431034482758621,274.2,43.14033983637508,240,5,259.3,40.73201382343701,2.408326012938069
ATP_MAIN,r25_34,240,1,492,0.7947154471544715,291.1,20.909352104582673,180,8,276.7,19.895024446361802,1.0143276582208713
ATP_MAIN,r35_44,120,1,611,0.8428805237315876,219.0,9.480109086186745,240,2,196.10000000000002,8.503534105199254,0.9765749809874915
ATP_MAIN,r45_54,120,2,511,0.6594911937377691,259.7,10.90626574836217,240,15,240.0,9.965535855167545,0.9407298931946251
ATP_MAIN,r55_64,180,2,653,0.669218989280245,365.6,9.854181827983073,180,15,307.3,8.186807331628303,1.6673744963547694
ATP_MAIN,r65_74,240,1,579,0.924006908462867,153.4,4.008466382711855,240,15,110.4,2.8700670722196224,1.138399310492233
ATP_MAIN,r75_84,180,7,443,0.3611738148984199,132.4,4.086293632912564,180,15,123.80000000000001,3.8410226179764817,0.24527101493608194
ATP_MAIN,r85_94,90,1,258,0.9224806201550387,160.60000000000002,7.801039490940884,180,15,140.0,6.795456751771672,1.0055827391692116
WTA_CHALL,r05_14,240,2,82,0.5121951219512195,70.4,102.02898550724638,180,2,70.3,102.47813411078715,-0.44914860354077746
WTA_CHALL,r15_24,240,3,75,0.4666666666666667,75.10000000000001,54.14563806777216,180,5,74.8,54.87894350696992,-0.7333054391977569
WTA_CHALL,r25_34,240,10,104,0.23076923076923078,137.8,48.727015558698724,120,10,137.8,48.60670194003527,0.12031361866345236
WTA_CHALL,r35_44,120,2,112,0.6696428571428571,115.0,27.670837343599615,120,10,109.2,26.28158844765343,1.389248895946185
WTA_CHALL,r45_54,180,2,95,0.6421052631578947,92.7,20.82678049876432,120,10,87.9,19.959128065395095,0.8676524333692264
WTA_CHALL,r55_64,60,2,142,0.5774647887323944,74.7,9.267990074441688,90,15,60.2,7.4284304047384,1.8395596697032879
WTA_CHALL,r65_74,240,7,118,0.3220338983050847,58.0,7.495476867407598,120,15,49.900000000000006,6.462056462056462,1.0334204053511362
WTA_CHALL,r75_84,60,12,82,0.4146341463414634,78.4,13.438464175522798,120,15,71.9,12.36882848787201,1.0696356876507878
WTA_CHALL,r85_94,90,2,77,0.9090909090909091,41.400000000000006,6.806971390989806,90,15,36.2,5.899608865710561,0.907362525279245
WTA_MAIN,r05_14,240,2,255,0.5568627450980392,204.70000000000002,91.26170307623718,240,2,204.70000000000002,91.26170307623718,0.0
WTA_MAIN,r15_24,180,1,358,0.7793296089385475,282.6,42.141365940948404,240,5,275.7,41.703221902889126,0.4381440380592778
WTA_MAIN,r25_34,240,1,421,0.7980997624703088,397.6,33.501853724300645,180,10,387.40000000000003,32.97021276595745,0.5316409583431962
WTA_MAIN,r35_44,180,2,477,0.6037735849056604,224.9,12.54392325283061,180,15,219.10000000000002,12.271759829730032,0.2721634231005776
WTA_MAIN,r45_54,60,1,502,0.7848605577689243,298.8,12.999216914643696,180,15,280.7,12.189508424526663,0.8097084901170337
WTA_MAIN,r55_64,120,18,535,0.14205607476635515,354.40000000000003,11.703708596149399,240,15,336.0,11.0573600552868,0.6463485408625989
WTA_MAIN,r65_74,60,1,489,0.7770961145194274,223.3,7.047276399671778,180,15,196.10000000000002,6.159499952885008,0.8877764467867708
WTA_MAIN,r75_84,180,10,369,0.3685636856368564,162.20000000000002,6.04637292179229,180,15,144.6,5.370872488207109,0.6755004335851815
WTA_MAIN,r85_94,120,1,277,0.927797833935018,102.7,4.727055141305349,240,15,91.4,4.1634400765271256,0.5636150647782232
