ts_epoch,ts_et,t_minus_scheduled_s,t_minus_actual_bell_s,t_minus_pre_match_boundary_s,leg,ticker,row_type,best_bid,bid_size,best_ask,ask_size,spread,ask_dwell_s,bid_depth_5,ask_depth_5,depth_ratio,last_traded,print_price,print_size,taker_side,trade_id,receipt,resting_bid,combined_state,quote_state,pressure_state,pair_cap,decision_action,decision_reason,layer_tags
1783995216,2026-07-13 22:13:36.000,53184.0,42984.0,42984,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,WINDOW_LEFT,,,,,,,,,,,,,,,WINDOW_LEFT,,,,,,,,WINDOW_BOUNDARY
1783995216.0,2026-07-13 22:13:36.000,53184.0,42984.0,42984.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,95,7,91,0.0,6868,7113,0.491238108862027,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-2,3,SETTLED,SETTLED,SETTLED,,PLACE_REST,FIRST_TWO_SIDED_BOOK_LIVING_REST_ONE_CENT_UNDER_BID,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995216,2026-07-13 22:13:36.000,53184.0,42984.0,42984,SEK,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,WINDOW_LEFT,,,,,,,,,,,,,,,WINDOW_LEFT,,,,,,,,WINDOW_BOUNDARY
1783995216.0,2026-07-13 22:13:36.000,53184.0,42984.0,42984.0,SEK,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,BBO,4,500,95,7,91,0.0,6368,6814,0.4830829919587316,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK.csv.gz#row-2,3,SETTLED,SETTLED,SETTLED,,PLACE_REST,FIRST_TWO_SIDED_BOOK_LIVING_REST_ONE_CENT_UNDER_BID,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995367.0,2026-07-13 22:16:07.000,53033.0,42833.0,42833.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,95,7,91,151.0,6871,7113,0.4913472540045767,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-3,3,SETTLED,SETTLED,SETTLED,,HOLD_REST,NO_ACTIVE_DISCOUNT_EVIDENCE_FLOOR,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783995367.0,2026-07-13 22:16:07.000,53033.0,42833.0,42833.0,SEK,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,BBO,4,500,95,7,91,151.0,6371,6814,0.4832006067500948,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK.csv.gz#row-3,3,SETTLED,SETTLED,SETTLED,,HOLD_REST,NO_ACTIVE_DISCOUNT_EVIDENCE_FLOOR,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783995468.0,2026-07-13 22:17:48.000,52932.0,42732.0,42732.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,500,92,0.0,6871,7106,0.4915933319024111,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-4,3,SETTLED,SETTLED,SETTLED,,HOLD_REST,DISPLAYED_ASK_NOT_DWELL_AND_FIVE_LOT_QUALIFIED,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783995468.0,2026-07-13 22:17:48.000,52932.0,42732.0,42732.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,499,92,0.0,6871,7105,0.4916285060103034,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-5,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783995468.0,2026-07-13 22:17:48.000,52932.0,42732.0,42732.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,499,92,0.0,6878,7105,0.4918830007866695,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-6,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783995468.3078399,2026-07-13 22:17:48.307,52931.69216012955,42731.69216012955,42731.69216012955,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,PRINT,,,,,,,,,,,96,1.25,yes,68c80b24-106c-525e-13e6-03a540172669,68c80b24-106c-525e-13e6-03a540172669,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_CERTIFIED_PRINT
1783995468.3078399,2026-07-13 22:17:48.307,52931.69216012955,42731.69216012955,42731.69216012955,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,PRINT,,,,,,,,,,,95,7.0,yes,28c299c6-f2cc-506c-2554-4885a79bfe8b,28c299c6-f2cc-506c-2554-4885a79bfe8b,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_CERTIFIED_PRINT
1783995469.0,2026-07-13 22:17:49.000,52931.0,42731.0,42731.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,614,92,1.0,6878,7220,0.48787061994609165,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-7,3,RISING,RISING,SETTLED,,HOLD_REST,DISPLAYED_ASK_NOT_DWELL_AND_FIVE_LOT_QUALIFIED,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION
1783995469.0,2026-07-13 22:17:49.000,52931.0,42731.0,42731.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,614,92,1.0,7076,7220,0.4949636261891438,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-8,3,RISING,RISING,SETTLED,,,,SOURCE_BOOK
1783995469.0,2026-07-13 22:17:49.000,52931.0,42731.0,42731.0,SEK,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,BBO,4,500,95,7,91,253.0,6521,6814,0.4890138732658418,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK.csv.gz#row-4,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783995469.0,2026-07-13 22:17:49.000,52931.0,42731.0,42731.0,SEK,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK,BBO,4,500,95,91,91,253.0,6521,6898,0.48595275355838735,0,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-SEK.csv.gz#row-5,3,SETTLED,SETTLED,SETTLED,,,,SOURCE_BOOK
1783995544.0,2026-07-13 22:19:04.000,52856.0,42656.0,42656.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,5,20,96,614,91,76.0,7096,7220,0.4956691813355686,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-9,4,RISING,RISING,SETTLED,,REPRICE_REST,LIVING_REST_REANCHOR_EVERY_BOOK_RECEIPT,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995544.0,2026-07-13 22:19:04.000,52856.0,42656.0,42656.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,5,20,96,614,91,76.0,6898,7220,0.4885961184303726,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-10,4,RISING,RISING,SETTLED,,,,SOURCE_BOOK
1783995559.0,2026-07-13 22:19:19.000,52841.0,42641.0,42641.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,614,92,91.0,6878,7220,0.48787061994609165,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-11,3,RISING,RISING,SETTLED,,REPRICE_REST,LIVING_REST_REANCHOR_EVERY_BOOK_RECEIPT,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995605.0,2026-07-13 22:20:05.000,52795.0,42595.0,42595.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,5,20,96,614,91,137.0,6898,7220,0.4885961184303726,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-12,4,RISING,RISING,SETTLED,,REPRICE_REST,LIVING_REST_REANCHOR_EVERY_BOOK_RECEIPT,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995619.0,2026-07-13 22:20:19.000,52781.0,42581.0,42581.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,614,92,151.0,6878,7220,0.48787061994609165,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-13,3,RISING,RISING,SETTLED,,REPRICE_REST,LIVING_REST_REANCHOR_EVERY_BOOK_RECEIPT,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
1783995639.0,2026-07-13 22:20:39.000,52761.0,42561.0,42561.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,4,500,96,614,92,171.0,6883,7220,0.48805218747784157,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-14,3,RISING,RISING,SETTLED,,,,SOURCE_BOOK
1783995664.0,2026-07-13 22:21:04.000,52736.0,42536.0,42536.0,KIR,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR,BBO,5,20,96,614,91,196.0,6903,7220,0.4887771719889542,96,,,,,KXATPCHALLENGERMATCH-26JUL14KIRSEK-KIR.csv.gz#row-15,4,RISING,RISING,SETTLED,,REPRICE_REST,LIVING_REST_REANCHOR_EVERY_BOOK_RECEIPT,SOURCE_BOOK+MACRO_QUOTE_PATH+PAIR_MICRO_PRESSURE+MICRO_POSITION+MICRO_MICRO_DECISION+REST_ACTION
