ts_et,ticker,bid_1,bid_1_sz,bid_2,bid_2_sz,bid_3,bid_3_sz,bid_4,bid_4_sz,bid_5,bid_5_sz,ask_1,ask_1_sz,ask_2,ask_2_sz,ask_3,ask_3_sz,ask_4,ask_4_sz,ask_5,ask_5_sz,mid,bid_depth_5,ask_depth_5,depth_ratio
2026-04-18 04:21:14 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,7,1,6,116,5,194,4,823,3,540,94,365,95,25,96,543,97,84,98,123,50.5,1674,1140,0.595
2026-04-18 04:21:14 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,7,1,6,116,5,194,4,823,3,540,93,1,94,365,95,25,96,543,97,84,50.0,1674,1018,0.622
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,48,800,7,1,6,116,5,194,4,823,93,1,94,365,95,25,96,543,97,84,70.5,1934,1018,0.655
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,49,800,48,800,7,1,6,116,5,194,93,1,94,365,95,25,96,543,97,84,71.0,1911,1018,0.652
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,51,800,49,800,48,800,7,1,6,116,93,1,94,365,95,25,96,543,97,84,72.0,2517,1018,0.712
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,51,800,49,800,48,800,7,1,6,116,74,800,93,1,94,365,95,25,96,543,62.5,2517,1734,0.592
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,51,800,49,800,48,800,7,1,6,116,74,800,77,800,93,1,94,365,95,25,62.5,2517,1991,0.558
2026-04-18 04:29:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,51,800,49,800,48,800,7,1,6,116,74,800,76,800,77,800,93,1,94,365,62.5,2517,2766,0.476
2026-04-18 04:30:30 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,51,800,49,800,48,800,7,1,6,116,74,800,76,800,77,800,89,1,93,1,62.5,2517,2402,0.512
2026-04-18 04:33:44 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,500,51,800,49,800,48,800,7,1,74,800,76,800,77,800,89,1,93,1,66.0,2901,2402,0.547
2026-04-18 04:33:45 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,500,51,800,49,800,48,800,7,1,73,44,74,800,76,800,77,800,89,1,65.5,2901,2445,0.543
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,500,49,800,48,800,7,1,6,116,73,44,74,800,76,800,77,800,89,1,65.5,2217,2445,0.476
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,500,48,800,7,1,6,116,5,194,73,44,74,800,76,800,77,800,89,1,65.5,1611,2445,0.397
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,500,7,1,6,116,5,194,4,823,73,44,74,800,76,800,77,800,89,1,65.5,1634,2445,0.401
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,1300,7,1,6,116,5,194,4,823,73,44,74,800,76,800,77,800,89,1,65.5,2434,2445,0.499
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,58,1300,57,800,7,1,6,116,5,194,73,44,74,800,76,800,77,800,89,1,65.5,2411,2445,0.496
2026-04-18 04:35:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,59,800,58,1300,57,800,7,1,6,116,73,44,74,800,76,800,77,800,89,1,66.0,3017,2445,0.552
2026-04-18 04:38:44 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,59,800,58,1300,57,800,6,116,5,194,73,44,74,800,76,800,77,800,89,1,66.0,3210,2445,0.568
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,59,800,58,1300,57,800,6,116,73,44,74,800,76,800,77,800,89,1,67.0,3059,2445,0.556
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,59,841,58,1300,57,800,6,116,73,44,74,800,76,800,77,800,89,1,67.0,3100,2445,0.559
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,59,841,58,1300,57,800,6,116,67,34,73,44,74,800,76,800,77,800,64.0,3100,2478,0.556
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,59,841,58,1300,57,800,6,116,66,49,67,34,73,44,74,800,76,800,63.5,3100,1727,0.642
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,28,59,841,58,1300,57,800,66,49,67,34,73,44,74,800,76,800,63.5,3012,1727,0.636
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,28,59,841,58,1300,57,800,66,49,67,34,74,800,76,800,77,800,63.5,3012,2483,0.548
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,45,59,841,58,1300,57,800,66,49,67,34,74,800,76,800,77,800,63.5,3029,2483,0.550
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,45,59,841,58,1300,57,800,66,82,67,34,74,800,76,800,77,800,63.5,3029,2516,0.546
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,45,59,841,58,1300,57,800,66,82,67,56,74,800,76,800,77,800,63.5,3029,2538,0.544
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,43,60,45,59,868,58,1300,57,800,66,82,67,56,74,800,76,800,77,800,63.5,3056,2538,0.546
2026-04-18 04:41:06 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,71,60,45,59,868,58,1300,57,800,66,82,67,56,74,800,76,800,77,800,63.5,3084,2538,0.549
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,71,60,45,59,868,58,1300,6,116,66,82,67,56,74,800,76,800,77,800,63.5,2400,2538,0.486
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,71,60,45,59,868,58,1300,6,116,66,82,67,56,76,800,77,800,89,1,63.5,2400,1739,0.580
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,71,60,45,59,868,58,1300,6,116,66,82,67,56,77,800,89,1,94,365,63.5,2400,1304,0.648
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,71,60,45,59,868,58,1300,6,116,66,82,67,56,89,1,94,365,95,26,63.5,2400,530,0.819
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,66,82,67,56,89,1,94,365,95,26,63.5,3200,530,0.858
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,66,82,67,856,89,1,94,365,95,26,63.5,3200,1330,0.706
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,66,882,67,856,89,1,94,365,95,26,63.5,3200,2130,0.600
2026-04-18 04:41:56 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,882,67,856,89,1,94,365,63.0,3200,2904,0.524
2026-04-18 04:42:14 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,799,66,882,67,856,89,1,94,365,63.0,3200,2903,0.524
2026-04-18 04:42:16 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,882,67,856,89,1,94,365,63.0,3200,2904,0.524
2026-04-18 04:45:27 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,882,67,856,84,1,89,1,63.0,3200,2540,0.557
2026-04-18 04:47:36 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,882,67,856,84,1,89,1,63.0,3200,2540,0.557
2026-04-18 04:48:18 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,82,67,856,84,1,89,1,63.0,3200,1740,0.648
2026-04-18 04:48:18 PM,KXATPCHALLENGERMATCH-26APR19SORGUE-GUE,61,871,60,45,59,868,58,1300,6,116,65,800,66,82,67,856,68,800,84,1,63.0,3200,2539,0.558
