ts_epoch,ts_et,tminus_bell_s,bid_1,bid_1_sz,ask_1,ask_1_sz
1783856660,2026-07-12 07:44:20 AM,580.0,4,600,70,133
1783856793,2026-07-12 07:46:33 AM,447.0,4,600,32,1000
1783856793,2026-07-12 07:46:33 AM,447.0,4,1600,32,1000
1783856819,2026-07-12 07:46:59 AM,421.0,4,1600,32,1150
1783856838,2026-07-12 07:47:18 AM,402.0,4,1600,32,150
1783856838,2026-07-12 07:47:18 AM,402.0,4,600,32,150
1783856840,2026-07-12 07:47:20 AM,400.0,4,600,33,150
1783856840,2026-07-12 07:47:20 AM,400.0,4,600,34,150
1783856840,2026-07-12 07:47:20 AM,400.0,4,600,47,90
1783856840,2026-07-12 07:47:20 AM,400.0,4,600,47,190
1783856840,2026-07-12 07:47:20 AM,400.0,4,600,47,100
1783856845,2026-07-12 07:47:25 AM,395.0,4,600,48,100
1783856845,2026-07-12 07:47:25 AM,395.0,4,600,49,100
1783856845,2026-07-12 07:47:25 AM,395.0,4,600,70,33
1783856845,2026-07-12 07:47:25 AM,395.0,4,600,70,133
1783856871,2026-07-12 07:47:51 AM,369.0,4,600,69,1
1783856871,2026-07-12 07:47:51 AM,369.0,4,600,59,1
1783856872,2026-07-12 07:47:52 AM,368.0,4,600,59,101
1783856955,2026-07-12 07:49:15 AM,285.0,4,600,58,600
1783856955,2026-07-12 07:49:15 AM,285.0,4,600,57,600
1783856955,2026-07-12 07:49:15 AM,285.0,4,600,56,600
1783856956,2026-07-12 07:49:16 AM,284.0,4,600,56,850
1783856980,2026-07-12 07:49:40 AM,260.0,4,600,56,250
1783856980,2026-07-12 07:49:40 AM,260.0,4,600,43,1000
1783856980,2026-07-12 07:49:40 AM,260.0,7,1000,43,1000
1783856980,2026-07-12 07:49:40 AM,260.0,7,1100,43,1000
1783856980,2026-07-12 07:49:40 AM,260.0,7,1100,43,1150
1783856985,2026-07-12 07:49:45 AM,255.0,7,1100,42,600
1783856985,2026-07-12 07:49:45 AM,255.0,7,1100,41,600
1783856985,2026-07-12 07:49:45 AM,255.0,7,1100,40,600
1783856985,2026-07-12 07:49:45 AM,255.0,7,1100,40,850
1783857011,2026-07-12 07:50:11 AM,229.0,7,1100,40,250
1783857011,2026-07-12 07:50:11 AM,229.0,7,1100,42,250
1783857011,2026-07-12 07:50:11 AM,229.0,7,1100,43,1000
1783857011,2026-07-12 07:50:11 AM,229.0,7,1100,43,1150
