ticker,event,category,price_region,audited_close_cents,audited_close_ts_utc,close_aggressor_side,seconds_before_right_edge,my_lawful_true_print_count,replay_close_cents,replay_lawful_true_print_count,divergence_class,closed_gt5min_early
KXATPCHALLENGERMATCH-26JUL20VANOUA-VAN,KXATPCHALLENGERMATCH-26JUL20VANOUA,ATP_CHALL,26_50,56,2026-07-20T10:58:18.651794Z,BUY(lifted ask),42,78,56,78,AGREE,False
KXATPCHALLENGERMATCH-26JUL20VARDON-DON,KXATPCHALLENGERMATCH-26JUL20VARDON,ATP_CHALL,26_50,37,2026-07-20T04:48:58.623763Z,BUY(lifted ask),14762,1,37,1,AGREE,True
KXATPCHALLENGERMATCH-26JUL20VARDON-VAR,KXATPCHALLENGERMATCH-26JUL20VARDON,ATP_CHALL,51_75,66,2026-07-20T07:19:00.479697Z,BUY(lifted ask),5760,28,66,28,AGREE,True
KXATPCHALLENGERMATCH-26JUL20VASSIN-SIN,KXATPCHALLENGERMATCH-26JUL20VASSIN,ATP_CHALL,le25,22,2026-07-20T10:29:18.675649Z,BUY(lifted ask),14.625441074371338,19,22,19,AGREE,False
KXATPCHALLENGERMATCH-26JUL20VASSIN-VAS,KXATPCHALLENGERMATCH-26JUL20VASSIN,ATP_CHALL,51_75,81,2026-07-20T10:25:55.475053Z,BUY(lifted ask),217.62544107437134,20,81,20,AGREE,False
KXATPCHALLENGERMATCH-26JUL20VISNIK-NIK,KXATPCHALLENGERMATCH-26JUL20VISNIK,ATP_CHALL,26_50,15,2026-07-20T10:24:35.213579Z,BUY(lifted ask),25,12,15,12,AGREE,False
KXATPCHALLENGERMATCH-26JUL20VISNIK-VIS,KXATPCHALLENGERMATCH-26JUL20VISNIK,ATP_CHALL,ge76,82,2026-07-20T10:24:35.213168Z,BUY(lifted ask),25,9,82,9,AGREE,False
KXATPCHALLENGERMATCH-26JUL20WATILA-ILA,KXATPCHALLENGERMATCH-26JUL20WATILA,ATP_CHALL,26_50,38,2026-07-20T21:58:26.889358Z,BUY(lifted ask),34,277,38,277,AGREE,False
KXATPCHALLENGERMATCH-26JUL20WATILA-WAT,KXATPCHALLENGERMATCH-26JUL20WATILA,ATP_CHALL,51_75,68,2026-07-20T21:59:00.745831Z,BUY(lifted ask),0,264,,263,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,False
KXATPCHALLENGERMATCH-26JUL20WINARS-ARS,KXATPCHALLENGERMATCH-26JUL20WINARS,ATP_CHALL,le25,24,2026-07-20T15:48:14.351464Z,BUY(lifted ask),406,17,24,17,AGREE,True
KXATPCHALLENGERMATCH-26JUL20WINARS-WIN,KXATPCHALLENGERMATCH-26JUL20WINARS,ATP_CHALL,ge76,77,2026-07-20T15:52:39.613221Z,BUY(lifted ask),141,12,77,12,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHESHE-SHE,KXATPCHALLENGERMATCH-26JUL20ZHESHE,ATP_CHALL,le25,18,2026-07-20T18:24:51.898744Z,SELL(hit bid),249,68,18,68,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHESHE-ZHE,KXATPCHALLENGERMATCH-26JUL20ZHESHE,ATP_CHALL,ge76,82,2026-07-20T18:28:56.408841Z,SELL(hit bid),4,199,82,199,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHOGEE-GEE,KXATPCHALLENGERMATCH-26JUL20ZHOGEE,ATP_CHALL,26_50,26,2026-07-20T13:50:56.343136Z,SELL(hit bid),244,23,26,23,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHOGEE-ZHO,KXATPCHALLENGERMATCH-26JUL20ZHOGEE,ATP_CHALL,51_75,74,2026-07-20T13:52:31.966170Z,BUY(lifted ask),149,54,74,54,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHUMAL-MAL,KXATPCHALLENGERMATCH-26JUL20ZHUMAL,ATP_CHALL,51_75,57,2026-07-20T13:53:32.446431Z,BUY(lifted ask),88,55,57,55,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZHUMAL-ZHU,KXATPCHALLENGERMATCH-26JUL20ZHUMAL,ATP_CHALL,26_50,46,2026-07-20T13:53:39.127535Z,BUY(lifted ask),81,57,46,57,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZINZHA-ZHA,KXATPCHALLENGERMATCH-26JUL20ZINZHA,ATP_CHALL,51_75,72,2026-07-21T17:49:39.351991Z,BUY(lifted ask),21,627,72,627,AGREE,False
KXATPCHALLENGERMATCH-26JUL20ZINZHA-ZIN,KXATPCHALLENGERMATCH-26JUL20ZINZHA,ATP_CHALL,26_50,29,2026-07-21T17:49:25.464404Z,SELL(hit bid),35,426,29,426,AGREE,False
KXATPMATCH-26JUL12ALTGAS-ALT,KXATPMATCH-26JUL12ALTGAS,ATP_MAIN,51_75,64,2026-07-14T13:18:13.050321Z,BUY(lifted ask),47,230,64,230,AGREE,False
KXATPMATCH-26JUL12ALTGAS-GAS,KXATPMATCH-26JUL12ALTGAS,ATP_MAIN,26_50,38,2026-07-14T13:18:41.015143Z,BUY(lifted ask),19,98,38,98,AGREE,False
KXATPMATCH-26JUL12BORKOU-BOR,KXATPMATCH-26JUL12BORKOU,ATP_MAIN,ge76,76,2026-07-14T13:20:33.695395Z,BUY(lifted ask),207,213,76,213,AGREE,False
KXATPMATCH-26JUL12BORKOU-KOU,KXATPMATCH-26JUL12BORKOU,ATP_MAIN,le25,24,2026-07-14T13:23:03.499056Z,BUY(lifted ask),57,130,24,130,AGREE,False
KXATPMATCH-26JUL12BUDPEL-BUD,KXATPMATCH-26JUL12BUDPEL,ATP_MAIN,26_50,47,2026-07-14T08:51:35.758753Z,BUY(lifted ask),205,156,47,156,AGREE,False
KXATPMATCH-26JUL12BUDPEL-PEL,KXATPMATCH-26JUL12BUDPEL,ATP_MAIN,51_75,54,2026-07-14T08:53:27.563778Z,BUY(lifted ask),93,284,54,284,AGREE,False
KXATPMATCH-26JUL12BUEMAR-BUE,KXATPMATCH-26JUL12BUEMAR,ATP_MAIN,51_75,62,2026-07-12T08:15:39.599794Z,BUY(lifted ask),261,49,62,49,AGREE,False
KXATPMATCH-26JUL12BUEMAR-MAR,KXATPMATCH-26JUL12BUEMAR,ATP_MAIN,26_50,38,2026-07-12T05:46:20.818531Z,SELL(hit bid),9220,10,38,10,AGREE,True
KXATPMATCH-26JUL12CARSAN-CAR,KXATPMATCH-26JUL12CARSAN,ATP_MAIN,ge76,81,2026-07-12T13:29:41.672991Z,BUY(lifted ask),319,29,81,29,AGREE,True
KXATPMATCH-26JUL12CARSAN-SAN,KXATPMATCH-26JUL12CARSAN,ATP_MAIN,le25,21,2026-07-12T13:27:32.450356Z,BUY(lifted ask),448,30,21,30,AGREE,True
KXATPMATCH-26JUL12CECOLI-CEC,KXATPMATCH-26JUL12CECOLI,ATP_MAIN,ge76,77,2026-07-12T14:44:15.533835Z,BUY(lifted ask),345,32,77,32,AGREE,True
KXATPMATCH-26JUL12CECOLI-OLI,KXATPMATCH-26JUL12CECOLI,ATP_MAIN,le25,24,2026-07-12T14:29:30.244615Z,BUY(lifted ask),1230,9,24,9,AGREE,True
KXATPMATCH-26JUL12CERKOL-CER,KXATPMATCH-26JUL12CERKOL,ATP_MAIN,51_75,84,2026-07-14T08:24:47.142256Z,BUY(lifted ask),13,780,84,780,AGREE,False
KXATPMATCH-26JUL12CERKOL-KOL,KXATPMATCH-26JUL12CERKOL,ATP_MAIN,le25,17,2026-07-14T08:24:07.094328Z,BUY(lifted ask),53,216,17,216,AGREE,False
KXATPMATCH-26JUL12CHOBAS-BAS,KXATPMATCH-26JUL12CHOBAS,ATP_MAIN,26_50,40,2026-07-14T11:44:43.108401Z,BUY(lifted ask),17,90,,90,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,False
KXATPMATCH-26JUL12CHOBAS-CHO,KXATPMATCH-26JUL12CHOBAS,ATP_MAIN,51_75,63,2026-07-14T11:41:56.058340Z,BUY(lifted ask),184,266,63,266,AGREE,False
KXATPMATCH-26JUL12CINHEM-CIN,KXATPMATCH-26JUL12CINHEM,ATP_MAIN,51_75,69,2026-07-12T08:53:12.954146Z,BUY(lifted ask),108,150,69,150,AGREE,False
KXATPMATCH-26JUL12CINHEM-HEM,KXATPMATCH-26JUL12CINHEM,ATP_MAIN,26_50,32,2026-07-12T08:53:55.994026Z,BUY(lifted ask),65,57,32,57,AGREE,False
KXATPMATCH-26JUL12CORDAN-COR,KXATPMATCH-26JUL12CORDAN,ATP_MAIN,26_50,33,2026-07-12T12:14:11.966092Z,BUY(lifted ask),289,27,33,27,AGREE,False
KXATPMATCH-26JUL12CORDAN-DAN,KXATPMATCH-26JUL12CORDAN,ATP_MAIN,51_75,68,2026-07-12T12:18:51.740667Z,BUY(lifted ask),9,89,68,89,AGREE,False
KXATPMATCH-26JUL12DAHBAE-BAE,KXATPMATCH-26JUL12DAHBAE,ATP_MAIN,ge76,96,2026-07-14T15:06:34.091429Z,BUY(lifted ask),146,155,96,155,AGREE,False
KXATPMATCH-26JUL12DAHBAE-DAH,KXATPMATCH-26JUL12DAHBAE,ATP_MAIN,le25,6,2026-07-14T15:09:00.454377Z,BUY(lifted ask),0,528,6,527,AGREE,False
KXATPMATCH-26JUL12DEJGAU-DEJ,KXATPMATCH-26JUL12DEJGAU,ATP_MAIN,51_75,70,2026-07-13T13:44:46.090191Z,SELL(hit bid),14,547,70,547,AGREE,False
KXATPMATCH-26JUL12DEJGAU-GAU,KXATPMATCH-26JUL12DEJGAU,ATP_MAIN,26_50,29,2026-07-13T13:42:06.956025Z,SELL(hit bid),174,138,29,138,AGREE,False
KXATPMATCH-26JUL12DIEMON-DIE,KXATPMATCH-26JUL12DIEMON,ATP_MAIN,51_75,53,2026-07-12T10:59:49.458833Z,BUY(lifted ask),11,159,53,159,AGREE,False
KXATPMATCH-26JUL12DIEMON-MON,KXATPMATCH-26JUL12DIEMON,ATP_MAIN,26_50,49,2026-07-12T10:59:52.791354Z,BUY(lifted ask),8,175,49,175,AGREE,False
KXATPMATCH-26JUL12DODCAR-CAR,KXATPMATCH-26JUL12DODCAR,ATP_MAIN,51_75,72,2026-07-14T13:53:45.918219Z,BUY(lifted ask),75,190,72,190,AGREE,False
KXATPMATCH-26JUL12DODCAR-DOD,KXATPMATCH-26JUL12DODCAR,ATP_MAIN,le25,29,2026-07-14T13:53:49.748135Z,BUY(lifted ask),71,56,29,56,AGREE,False
KXATPMATCH-26JUL12DROBLO-BLO,KXATPMATCH-26JUL12DROBLO,ATP_MAIN,51_75,66,2026-07-14T19:04:00.750129Z,BUY(lifted ask),0,564,66,554,AGREE,False
KXATPMATCH-26JUL12DROBLO-DRO,KXATPMATCH-26JUL12DROBLO,ATP_MAIN,51_75,34,2026-07-14T19:00:44.964291Z,SELL(hit bid),196,124,34,124,AGREE,False
KXATPMATCH-26JUL12DZUROC-DZU,KXATPMATCH-26JUL12DZUROC,ATP_MAIN,26_50,44,2026-07-13T14:03:23.375288Z,SELL(hit bid),37,253,44,253,AGREE,False
KXATPMATCH-26JUL12DZUROC-ROC,KXATPMATCH-26JUL12DZUROC,ATP_MAIN,51_75,57,2026-07-13T14:03:59.702061Z,BUY(lifted ask),1,514,57,514,AGREE,False
KXATPMATCH-26JUL12FARWAW-FAR,KXATPMATCH-26JUL12FARWAW,ATP_MAIN,51_75,67,2026-07-14T15:48:51.868480Z,BUY(lifted ask),9,305,67,305,AGREE,False
KXATPMATCH-26JUL12FARWAW-WAW,KXATPMATCH-26JUL12FARWAW,ATP_MAIN,26_50,34,2026-07-14T15:48:48.404574Z,BUY(lifted ask),12,307,34,307,AGREE,False
KXATPMATCH-26JUL12FELKEC-FEL,KXATPMATCH-26JUL12FELKEC,ATP_MAIN,26_50,29,2026-07-13T10:29:04.858437Z,BUY(lifted ask),56,163,29,163,AGREE,False
KXATPMATCH-26JUL12FELKEC-KEC,KXATPMATCH-26JUL12FELKEC,ATP_MAIN,51_75,72,2026-07-13T10:29:45.823376Z,BUY(lifted ask),15,656,72,656,AGREE,False
KXATPMATCH-26JUL12GUEGOM-GOM,KXATPMATCH-26JUL12GUEGOM,ATP_MAIN,26_50,40,2026-07-12T14:53:08.660162Z,BUY(lifted ask),112,25,40,25,AGREE,False
KXATPMATCH-26JUL12GUEGOM-GUE,KXATPMATCH-26JUL12GUEGOM,ATP_MAIN,51_75,60,2026-07-12T14:54:20.668434Z,BUY(lifted ask),40,30,60,30,AGREE,False
KXATPMATCH-26JUL12JACTRU-JAC,KXATPMATCH-26JUL12JACTRU,ATP_MAIN,26_50,45,2026-07-13T16:28:54.754307Z,BUY(lifted ask),6,180,45,180,AGREE,False
KXATPMATCH-26JUL12JACTRU-TRU,KXATPMATCH-26JUL12JACTRU,ATP_MAIN,51_75,56,2026-07-13T16:28:54.082367Z,BUY(lifted ask),6,693,56,693,AGREE,False
KXATPMATCH-26JUL12KOPPRI-KOP,KXATPMATCH-26JUL12KOPPRI,ATP_MAIN,26_50,28,2026-07-13T19:13:54.856305Z,BUY(lifted ask),6,520,28,520,AGREE,False
KXATPMATCH-26JUL12KOPPRI-PRI,KXATPMATCH-26JUL12KOPPRI,ATP_MAIN,51_75,74,2026-07-13T19:13:28.469740Z,BUY(lifted ask),32,576,74,576,AGREE,False
KXATPMATCH-26JUL12KRUFER-FER,KXATPMATCH-26JUL12KRUFER,ATP_MAIN,26_50,1,2026-07-12T10:10:59.959871Z,BUY(lifted ask),2941,416,,0,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,True
KXATPMATCH-26JUL12KRUFER-KRU,KXATPMATCH-26JUL12KRUFER,ATP_MAIN,51_75,99,2026-07-12T10:09:15.553888Z,SELL(hit bid),3045,484,,0,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,True
KXATPMATCH-26JUL12LAJVAN-LAJ,KXATPMATCH-26JUL12LAJVAN,ATP_MAIN,26_50,45,2026-07-13T15:58:40.775883Z,BUY(lifted ask),20,247,45,247,AGREE,False
KXATPMATCH-26JUL12LAJVAN-VAN,KXATPMATCH-26JUL12LAJVAN,ATP_MAIN,26_50,57,2026-07-13T15:58:42.722386Z,BUY(lifted ask),18,461,57,461,AGREE,False
KXATPMATCH-26JUL12MARHAN-HAN,KXATPMATCH-26JUL12MARHAN,ATP_MAIN,51_75,77,2026-07-14T08:21:52.879955Z,BUY(lifted ask),188,381,77,381,AGREE,False
KXATPMATCH-26JUL12MARHAN-MAR,KXATPMATCH-26JUL12MARHAN,ATP_MAIN,le25,25,2026-07-14T08:10:54.480175Z,BUY(lifted ask),846,214,25,214,AGREE,True
KXATPMATCH-26JUL12MOLFAU-FAU,KXATPMATCH-26JUL12MOLFAU,ATP_MAIN,26_50,34,2026-07-12T11:28:41.303832Z,BUY(lifted ask),3679,15,34,15,AGREE,True
KXATPMATCH-26JUL12MOLFAU-MOL,KXATPMATCH-26JUL12MOLFAU,ATP_MAIN,51_75,67,2026-07-12T12:24:01.699511Z,BUY(lifted ask),359,60,67,60,AGREE,True
KXATPMATCH-26JUL12MOLROY-MOL,KXATPMATCH-26JUL12MOLROY,ATP_MAIN,51_75,61,2026-07-14T13:54:01.229450Z,BUY(lifted ask),59,130,61,130,AGREE,False
KXATPMATCH-26JUL12MOLROY-ROY,KXATPMATCH-26JUL12MOLROY,ATP_MAIN,26_50,41,2026-07-14T13:54:58.958118Z,BUY(lifted ask),2,64,41,64,AGREE,False
KXATPMATCH-26JUL12MULSHE-MUL,KXATPMATCH-26JUL12MULSHE,ATP_MAIN,26_50,37,2026-07-14T14:28:37.918511Z,BUY(lifted ask),23,208,37,208,AGREE,False
KXATPMATCH-26JUL12MULSHE-SHE,KXATPMATCH-26JUL12MULSHE,ATP_MAIN,51_75,64,2026-07-14T14:27:14.088453Z,BUY(lifted ask),106,283,64,283,AGREE,False
KXATPMATCH-26JUL12NEUTOP-NEU,KXATPMATCH-26JUL12NEUTOP,ATP_MAIN,51_75,75,2026-07-12T14:42:20.948073Z,BUY(lifted ask),760,16,75,16,AGREE,True
KXATPMATCH-26JUL12NEUTOP-TOP,KXATPMATCH-26JUL12NEUTOP,ATP_MAIN,26_50,26,2026-07-12T14:13:31.187068Z,BUY(lifted ask),2489,8,26,8,AGREE,True
KXATPMATCH-26JUL12OFNTIR-OFN,KXATPMATCH-26JUL12OFNTIR,ATP_MAIN,26_50,41,2026-07-14T08:46:11.443162Z,BUY(lifted ask),529,147,41,147,AGREE,True
KXATPMATCH-26JUL12OFNTIR-TIR,KXATPMATCH-26JUL12OFNTIR,ATP_MAIN,51_75,60,2026-07-14T08:54:38.616935Z,BUY(lifted ask),22,415,60,415,AGREE,False
KXATPMATCH-26JUL12PASKAS-KAS,KXATPMATCH-26JUL12PASKAS,ATP_MAIN,26_50,49,2026-07-12T10:02:35.788741Z,BUY(lifted ask),445,29,49,29,AGREE,True
KXATPMATCH-26JUL12PASKAS-PAS,KXATPMATCH-26JUL12PASKAS,ATP_MAIN,26_50,53,2026-07-12T10:09:36.595313Z,BUY(lifted ask),24,33,53,33,AGREE,False
KXATPMATCH-26JUL12PRASAI-PRA,KXATPMATCH-26JUL12PRASAI,ATP_MAIN,26_50,44,2026-07-12T14:38:24.627582Z,BUY(lifted ask),996,17,44,17,AGREE,True
KXATPMATCH-26JUL12PRASAI-SAI,KXATPMATCH-26JUL12PRASAI,ATP_MAIN,51_75,58,2026-07-12T14:43:42.400859Z,BUY(lifted ask),678,20,58,20,AGREE,True
KXATPMATCH-26JUL12REJMID-MID,KXATPMATCH-26JUL12REJMID,ATP_MAIN,ge76,93,2026-07-12T10:08:40.287512Z,BUY(lifted ask),380,10,93,10,AGREE,True
KXATPMATCH-26JUL12REJMID-REJ,KXATPMATCH-26JUL12REJMID,ATP_MAIN,le25,9,2026-07-12T10:13:25.904184Z,BUY(lifted ask),95,21,9,21,AGREE,False
KXATPMATCH-26JUL12SESMER-MER,KXATPMATCH-26JUL12SESMER,ATP_MAIN,ge76,88,2026-07-14T16:04:49.215848Z,BUY(lifted ask),251,85,88,85,AGREE,False
KXATPMATCH-26JUL12SESMER-SES,KXATPMATCH-26JUL12SESMER,ATP_MAIN,le25,14,2026-07-14T16:08:02.185305Z,BUY(lifted ask),58,64,14,64,AGREE,False
KXATPMATCH-26JUL12SKASAC-SAC,KXATPMATCH-26JUL12SKASAC,ATP_MAIN,26_50,54,2026-07-12T10:49:03.479616Z,BUY(lifted ask),57,61,54,61,AGREE,False
KXATPMATCH-26JUL12SKASAC-SKA,KXATPMATCH-26JUL12SKASAC,ATP_MAIN,26_50,49,2026-07-12T10:49:01.545364Z,BUY(lifted ask),59,99,49,99,AGREE,False
KXATPMATCH-26JUL12SLADAM-DAM,KXATPMATCH-26JUL12SLADAM,ATP_MAIN,ge76,84,2026-07-12T14:28:58.710154Z,SELL(hit bid),62,29,84,29,AGREE,False
KXATPMATCH-26JUL12SLADAM-SLA,KXATPMATCH-26JUL12SLADAM,ATP_MAIN,le25,16,2026-07-12T14:29:45.481372Z,BUY(lifted ask),15,40,16,40,AGREE,False
KXATPMATCH-26JUL12SONSCH-SCH,KXATPMATCH-26JUL12SONSCH,ATP_MAIN,26_50,32,2026-07-13T08:18:53.901186Z,BUY(lifted ask),67,306,32,306,AGREE,False
KXATPMATCH-26JUL12SONSCH-SON,KXATPMATCH-26JUL12SONSCH,ATP_MAIN,51_75,70,2026-07-13T08:18:57.331651Z,SELL(hit bid),63,1377,,1377,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,False
KXATPMATCH-26JUL12STRMUN-MUN,KXATPMATCH-26JUL12STRMUN,ATP_MAIN,51_75,81,2026-07-13T15:33:52.522189Z,BUY(lifted ask),8,343,81,343,AGREE,False
KXATPMATCH-26JUL12STRMUN-STR,KXATPMATCH-26JUL12STRMUN,ATP_MAIN,26_50,21,2026-07-13T15:32:45.357613Z,BUY(lifted ask),75,159,21,159,AGREE,False
KXATPMATCH-26JUL12SVRDIM-DIM,KXATPMATCH-26JUL12SVRDIM,ATP_MAIN,51_75,61,2026-07-14T10:34:34.486741Z,SELL(hit bid),26,249,61,249,AGREE,False
KXATPMATCH-26JUL12SVRDIM-SVR,KXATPMATCH-26JUL12SVRDIM,ATP_MAIN,26_50,40,2026-07-14T10:34:10.217103Z,BUY(lifted ask),50,96,40,96,AGREE,False
KXATPMATCH-26JUL12TABHUE-HUE,KXATPMATCH-26JUL12TABHUE,ATP_MAIN,26_50,42,2026-07-12T08:23:36.682978Z,BUY(lifted ask),1584,68,42,68,AGREE,True
KXATPMATCH-26JUL12TABHUE-TAB,KXATPMATCH-26JUL12TABHUE,ATP_MAIN,51_75,59,2026-07-12T08:49:35.396288Z,BUY(lifted ask),25,230,59,230,AGREE,False
KXATPMATCH-26JUL12TSIBUS-BUS,KXATPMATCH-26JUL12TSIBUS,ATP_MAIN,51_75,56,2026-07-14T13:48:50.849362Z,BUY(lifted ask),10,1011,56,1011,AGREE,False
KXATPMATCH-26JUL12TSIBUS-TSI,KXATPMATCH-26JUL12TSIBUS,ATP_MAIN,26_50,46,2026-07-14T13:48:35.824147Z,BUY(lifted ask),25,589,46,589,AGREE,False
KXATPMATCH-26JUL13COLSKA-COL,KXATPMATCH-26JUL13COLSKA,ATP_MAIN,ge76,84,2026-07-13T12:44:38.080880Z,BUY(lifted ask),22,219,84,219,AGREE,False
KXATPMATCH-26JUL13COLSKA-SKA,KXATPMATCH-26JUL13COLSKA,ATP_MAIN,le25,18,2026-07-13T12:44:53.227408Z,BUY(lifted ask),7,148,18,148,AGREE,False
KXATPMATCH-26JUL13FAUDAM-DAM,KXATPMATCH-26JUL13FAUDAM,ATP_MAIN,26_50,46,2026-07-13T11:33:52.744085Z,BUY(lifted ask),8,80,46,80,AGREE,False
KXATPMATCH-26JUL13FAUDAM-FAU,KXATPMATCH-26JUL13FAUDAM,ATP_MAIN,51_75,55,2026-07-13T11:29:58.593589Z,SELL(hit bid),242,50,55,50,AGREE,False
KXATPMATCH-26JUL13MARMID-MAR,KXATPMATCH-26JUL13MARMID,ATP_MAIN,26_50,38,2026-07-13T08:22:41.303982Z,BUY(lifted ask),1939,33,38,33,AGREE,True
KXATPMATCH-26JUL13MARMID-MID,KXATPMATCH-26JUL13MARMID,ATP_MAIN,51_75,63,2026-07-13T08:54:20.467540Z,BUY(lifted ask),40,52,63,52,AGREE,False
KXATPMATCH-26JUL13PASKRU-KRU,KXATPMATCH-26JUL13PASKRU,ATP_MAIN,26_50,37,2026-07-13T08:37:06.413618Z,BUY(lifted ask),1074,28,37,28,AGREE,True
KXATPMATCH-26JUL13PASKRU-PAS,KXATPMATCH-26JUL13PASKRU,ATP_MAIN,51_75,65,2026-07-13T08:45:44.050432Z,BUY(lifted ask),556,69,65,69,AGREE,True
KXATPMATCH-26JUL13SANDAN-DAN,KXATPMATCH-26JUL13SANDAN,ATP_MAIN,ge76,75,2026-07-13T11:33:14.347709Z,SELL(hit bid),46,40,75,40,AGREE,False
KXATPMATCH-26JUL13SANDAN-SAN,KXATPMATCH-26JUL13SANDAN,ATP_MAIN,le25,25,2026-07-13T11:27:28.026773Z,BUY(lifted ask),392,24,25,24,AGREE,True
KXATPMATCH-26JUL13TABROD-ROD,KXATPMATCH-26JUL13TABROD,ATP_MAIN,26_50,41,2026-07-13T10:10:35.335008Z,BUY(lifted ask),205,91,41,91,AGREE,False
KXATPMATCH-26JUL13TABROD-TAB,KXATPMATCH-26JUL13TABROD,ATP_MAIN,51_75,60,2026-07-13T10:13:42.499437Z,BUY(lifted ask),18,320,60,320,AGREE,False
KXATPMATCH-26JUL14CECBUR-BUR,KXATPMATCH-26JUL14CECBUR,ATP_MAIN,51_75,54,2026-07-14T16:03:29.973648Z,BUY(lifted ask),31,152,54,152,AGREE,False
KXATPMATCH-26JUL14CECBUR-CEC,KXATPMATCH-26JUL14CECBUR,ATP_MAIN,26_50,48,2026-07-14T16:03:48.584419Z,BUY(lifted ask),12,49,48,49,AGREE,False
KXATPMATCH-26JUL14CINHAL-CIN,KXATPMATCH-26JUL14CINHAL,ATP_MAIN,26_50,47,2026-07-14T11:57:56.443635Z,BUY(lifted ask),64,119,47,119,AGREE,False
KXATPMATCH-26JUL14CINHAL-HAL,KXATPMATCH-26JUL14CINHAL,ATP_MAIN,51_75,55,2026-07-14T11:53:08.582917Z,BUY(lifted ask),352,290,55,290,AGREE,True
KXATPMATCH-26JUL14DIAMID-DIA,KXATPMATCH-26JUL14DIAMID,ATP_MAIN,ge76,79,2026-07-14T09:51:45.500561Z,BUY(lifted ask),195,18,79,18,AGREE,False
KXATPMATCH-26JUL14DIAMID-MID,KXATPMATCH-26JUL14DIAMID,ATP_MAIN,le25,22,2026-07-14T09:44:55.346933Z,BUY(lifted ask),605,22,22,22,AGREE,True
KXATPMATCH-26JUL14GOMMCD-GOM,KXATPMATCH-26JUL14GOMMCD,ATP_MAIN,51_75,61,2026-07-14T17:28:37.255901Z,BUY(lifted ask),23,235,61,235,AGREE,False
KXATPMATCH-26JUL14GOMMCD-MCD,KXATPMATCH-26JUL14GOMMCD,ATP_MAIN,26_50,42,2026-07-14T17:20:25.923591Z,BUY(lifted ask),515,86,42,86,AGREE,True
KXATPMATCH-26JUL14KYMDIE-DIE,KXATPMATCH-26JUL14KYMDIE,ATP_MAIN,26_50,38,2026-07-14T10:46:17.527662Z,BUY(lifted ask),223,103,38,103,AGREE,False
KXATPMATCH-26JUL14KYMDIE-KYM,KXATPMATCH-26JUL14KYMDIE,ATP_MAIN,51_75,62,2026-07-14T10:46:52.815111Z,SELL(hit bid),188,194,62,194,AGREE,False
KXATPMATCH-26JUL14MARPRA-MAR,KXATPMATCH-26JUL14MARPRA,ATP_MAIN,51_75,71,2026-07-14T14:57:55.502178Z,SELL(hit bid),7325,88,,0,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,True
KXATPMATCH-26JUL14MARPRA-PRA,KXATPMATCH-26JUL14MARPRA,ATP_MAIN,le25,29,2026-07-14T14:58:06.858754Z,BUY(lifted ask),7314,67,,0,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,True
KXATPMATCH-26JUL14NEUPRA-NEU,KXATPMATCH-26JUL14NEUPRA,ATP_MAIN,51_75,64,2026-07-14T17:32:11.463002Z,SELL(hit bid),109,27,,27,REPLAY_CLOSE_ABSENT_AUDIT_RECOVERS,False
KXATPMATCH-26JUL14NEUPRA-PRA,KXATPMATCH-26JUL14NEUPRA,ATP_MAIN,26_50,35,2026-07-14T17:31:52.538009Z,BUY(lifted ask),128,21,35,21,AGREE,False
KXATPMATCH-26JUL14RINTAB-RIN,KXATPMATCH-26JUL14RINTAB,ATP_MAIN,51_75,68,2026-07-15T10:49:27.309407Z,BUY(lifted ask),33,883,68,883,AGREE,False
KXATPMATCH-26JUL14RINTAB-TAB,KXATPMATCH-26JUL14RINTAB,ATP_MAIN,26_50,33,2026-07-15T10:49:44.522114Z,BUY(lifted ask),16,242,33,242,AGREE,False
KXATPMATCH-26JUL14TOPUGO-TOP,KXATPMATCH-26JUL14TOPUGO,ATP_MAIN,26_50,29,2026-07-14T13:40:00.550641Z,BUY(lifted ask),900,14,29,14,AGREE,True
KXATPMATCH-26JUL14TOPUGO-UGO,KXATPMATCH-26JUL14TOPUGO,ATP_MAIN,51_75,72,2026-07-14T13:53:41.358305Z,BUY(lifted ask),79,83,72,83,AGREE,False
KXATPMATCH-26JUL14TRAKRU-KRU,KXATPMATCH-26JUL14TRAKRU,ATP_MAIN,51_75,56,2026-07-14T12:43:58.558741Z,BUY(lifted ask),2,146,56,146,AGREE,False
KXATPMATCH-26JUL14TRAKRU-TRA,KXATPMATCH-26JUL14TRAKRU,ATP_MAIN,26_50,46,2026-07-14T12:43:42.180546Z,BUY(lifted ask),18,51,46,51,AGREE,False
